	1	2	3	4	5	6	7	8	9	10	20	30	40	50	60	70	80	90	100	200	300	400	500	600	700	800	900	1000
0.01	5.6861066874288255	11.448060840867395	17.80137568344677	23.995175537223403	28.780826073841304	36.10354602547576	40.381363154559175	47.03368875087081	51.74187905049114	59.50807900915822	114.46102743840628	172.35549042292058	241.60470930586575	298.38159402416693	346.4352947502126	420.9772574054331	454.8999352121106	511.58455701851074	597.8631962609252	1200.8899239425332	1780.3923820757664	2358.9284412118163	2851.91494373254	3579.7752189256553	3988.8470134674335	4588.1874813894565	5162.000933341403	5651.510365991657
0.02	4.540891711743857	8.999803458664307	14.288278074223227	19.0734613093443	22.72569117604609	27.451618457294003	31.711236985571936	36.45738942426968	43.34077005638368	45.50109889250446	95.53676826974926	136.5206727396791	181.6888261305172	237.02972658065067	287.20592083977743	318.33507932636905	366.0823103319392	406.79735270177525	454.22706135402035	898.1998712958294	1430.5890056408066	1798.195508599957	2383.251934900724	2841.7234209479057	3183.935214543028	3846.7982868956915	4097.4935736328935	4528.052274639233
0.03	4.013311540810222	7.965900541946357	11.877893137484321	16.651523970153146	20.827242595158562	24.959001443707276	28.218148256226954	33.21925034119819	35.5796508731716	41.30120544644456	78.60144461639247	125.69405217756426	158.71544558792868	206.25716499055486	252.36438104426512	293.8663335699956	331.6958043738737	355.44160402838577	414.7868875156928	835.9720864730673	1253.4658493452187	1574.9627233262493	1994.3237354842668	2484.55651684661	2910.646487490866	3313.625390831549	3763.545862567334	3951.606054795256
0.04	3.8319532677706687	7.625734928340034	11.330447956043013	14.674144623008191	17.942979270036517	22.47519887872386	25.30946207584671	28.566033417996074	32.53983306914538	37.632897302473175	76.73077053385033	114.20056553822236	152.64798958743563	181.08436259630804	224.25825867728747	192.502160269663	292.1509104241772	328.7319280010663	381.9002476568646	767.7403237952672	1080.9212131483885	1437.14311183574	1892.6399717501304	2282.766264343797	2567.887964816887	2884.681171773768	3230.2854564320523	3634.519839516831
0.05	3.3335427065213192	6.696461704897036	10.490606042184085	13.36744789588899	17.05726845923322	20.24877720035678	23.594505580892886	26.809532306426824	31.667639306090585	35.44199766651169	67.41596675350918	107.0176797567045	141.72120729299678	176.20596448522838	212.08004959920248	235.9824847073192	272.1731642260596	306.49176683491055	333.95910398645754	666.6577993103567	1023.2656524281936	1352.559208543613	1701.815570315081	2019.82334809109	2352.4085741786193	2828.5682619944337	3050.92925701144	3489.170496747684
0.06	3.31543123324193	6.3462415563248875	9.540655447183394	13.421444646044272	15.767983270369747	19.977635066506537	22.193515339440346	25.180530736688265	29.89338146144342	33.449946403837075	66.90821941839971	94.30745166057967	126.23438976770635	158.73870332605244	192.84525847939148	221.79319603131796	266.6168499880415	294.224098999789	314.719434134602	626.3940479329455	947.6723460357848	1269.3314192388343	1582.9387180343404	2000.5453237040979	2322.4314705641027	2547.099910508115	2861.0121697374307	3361.301328494127
0.07	3.157116436715866	6.310024696405399	9.098320123611112	12.11561939941942	16.0505831793944	19.094112015460436	22.402762486287386	25.46819019995178	28.381990370687603	30.42557779764195	60.32600777806215	95.03390907479769	120.72897933606461	156.26276592831573	188.57753980083174	220.40854661114417	254.63692841300605	287.6422976881966	302.9553113109342	606.6831183914419	909.3574136672211	1239.128044235937	1583.2704423507234	1906.040527480196	2220.9429483602044	2528.8323976359943	2728.342418782404	3171.2732670872765
0.08	2.8840343268457422	6.131329872465313	9.195406398770762	12.208617338138854	15.244257246985416	17.254566942495998	20.332423016724142	23.21328949222727	25.971706869040645	30.562460475040364	61.364712043256034	91.37492801256323	117.6341297314853	144.4646933792705	183.90296356582297	214.68478073327736	235.68540996976606	273.6272270388413	304.82080460894196	577.1852944159484	913.5246384795499	1214.404350356625	1517.0862950687188	1750.9899144237174	2026.5139698106273	2418.4982943861132	2603.3518978777447	3080.6700449815057
0.09	2.81829147730841	5.897263797994	8.841653400281517	11.899385506274115	14.052947585165976	16.964771720616596	19.661707274361262	22.32152549425284	26.484756079701032	29.57898592060359	55.61126860656351	87.74386547943786	112.15933492791603	146.36335412269662	167.0312057817002	201.96316597326296	223.0309695584547	253.79435038228868	292.8703547724417	558.6612746870724	879.4778428124042	1174.8665686521354	1405.925743244622	1764.946213933822	2057.024787155814	2236.660148924997	2656.303292595293	2928.744766231638
